place_fips,place_name,latitude,longitude,coordinates
14584,Chester,30.9213186,-94.6000961,"(+30.9213186, -094.6000961)"
5720,Barstow,31.4615446,-103.3955031,"(+31.4615446, -103.3955031)"
59996,Pyote,31.5380659,-103.1224834,"(+31.5380659, -103.1224834)"
16552,Coolidge,31.751448,-96.65222,"(+31.7514480, -096.6522200)"
39844,Kosse,31.3074256,-96.6294896,"(+31.3074256, -096.6294896)"
47916,Mexia,31.6806926,-96.4832028,"(+31.6806926, -096.4832028)"
72080,Tehuacana,31.7431765,-96.5401987,"(+31.7431765, -096.5401987)"
58040,Plantersville,30.3342884,-95.8641396,"(+30.3342884, -095.8641396)"
80212,Woodville,30.7744326,-94.4224535,"(+30.7744326, -094.4224535)"
74588,Uvalde,29.2151835,-99.7772147,"(+29.2151835, -099.7772147)"
55056,Paradise,33.1497712,-97.6886145,"(+33.1497712, -097.6886145)"
34676,Hondo,29.3542424,-99.1618457,"(+29.3542424, -099.1618457)"
40108,LaCoste,29.3099773,-98.8110998,"(+29.3099773, -098.8110998)"
50400,Natalia,29.1854666,-98.8520544,"(+29.1854666, -098.8520544)"
10828,Bruceville-Eddy,31.3080052,-97.2573853,"(+31.3080052, -097.2573853)"
44176,Lott,31.2062569,-97.0335758,"(+31.2062569, -097.0335758)"
2284,Alvord,33.356968,-97.6960256,"(+33.3569680, -097.6960256)"
4672,Aurora,33.0559424,-97.5096152,"(+33.0559424, -097.5096152)"
14620,Chico,33.2960561,-97.7986048,"(+33.2960561, -097.7986048)"
19528,Decatur,33.225899,-97.5870397,"(+33.2258990, -097.5870397)"
40450,Lake Bridgeport,33.2072786,-97.8309883,"(+33.2072786, -097.8309883)"
50920,New Fairview,33.1090959,-97.4345801,"(+33.1090959, -097.4345801)"
9748,Boyd,33.084347,-97.5632084,"(+33.0843470, -097.5632084)"
3084,Amherst,34.0119819,-102.4147756,"(+34.0119819, -102.4147756)"
11368,Burkburnett,34.0746253,-98.5674918,"(+34.0746253, -098.5674918)"
74132,Tye,32.452218,-99.8665373,"(+32.4522180, -099.8665373)"
31880,Hallsburg,31.5362962,-96.9456941,"(+31.5362962, -096.9456941)"
40588,Lake Jackson,29.0508635,-95.4512295,"(+29.0508635, -095.4512295)"
37984,Jones Creek,28.974996,-95.4685055,"(+28.9749960, -095.4685055)"
3264,Angleton,29.1717742,-95.4293113,"(+29.1717742, -095.4293113)"
27420,Freeport,28.9432964,-95.3560696,"(+28.9432964, -095.3560696)"
46500,Manvel,29.4854223,-95.3623217,"(+29.4854223, -095.3623217)"
68978,South Frydek,29.7351509,-96.0769373,"(+29.7351509, -096.0769373)"
30116,Gonzales,29.512549,-97.4472047,"(+29.5125490, -097.4472047)"
36092,Iowa Colony,29.4410927,-95.4237538,"(+29.4410927, -095.4237538)"
15652,Clute,29.0258506,-95.3982294,"(+29.0258506, -095.3982294)"
8536,Blanco,30.0985938,-98.4171059,"(+30.0985938, -098.4171059)"
70406,Stockton Bend,32.4791382,-97.7639213,"(+32.4791382, -097.7639213)"
42028,Leary,33.4670329,-94.2112689,"(+33.4670329, -094.2112689)"
61340,Redwater,33.3583425,-94.2561652,"(+33.3583425, -094.2561652)"
67268,Shavano Park,29.5844482,-98.5561788,"(+29.5844482, -098.5561788)"
11716,Caddo Mills,33.0745423,-96.226922,"(+33.0745423, -096.2269220)"
64172,St. Hedwig,29.420216,-98.2069713,"(+29.4202160, -098.2069713)"
27660,Friona,34.6394323,-102.7230655,"(+34.6394323, -102.7230655)"
18260,Cut and Shoot,30.335475,-95.3450538,"(+30.3354750, -095.3450538)"
2272,Alvin,29.424772,-95.2244323,"(+29.4247720, -095.2244323)"
5288,Bailey's Prairie,29.1478026,-95.4998466,"(+29.1478026, -095.4998466)"
9388,Bonney,29.3012934,-95.4508454,"(+29.3012934, -095.4508454)"
33824,Highland Park,32.8310564,-96.8012347,"(+32.8310564, -096.8012347)"
25368,Falfurrias,27.2244105,-98.1451913,"(+27.2244105, -098.1451913)"
68120,Skellytown,35.5710182,-101.1730438,"(+35.5710182, -101.1730438)"
9328,Bonham,33.5880221,-96.1900948,"(+33.5880221, -096.1900948)"
20680,Dodd City,33.5756731,-96.0755428,"(+33.5756731, -096.0755428)"
22516,Ector,33.579284,-96.2731149,"(+33.5792840, -096.2731149)"
34700,Honey Grove,33.5880947,-95.9086218,"(+33.5880947, -095.9086218)"
40180,Ladonia,33.4283756,-95.9482224,"(+33.4283756, -095.9482224)"
42352,Leonard,33.3831764,-96.2464656,"(+33.3831764, -096.2464656)"
21844,Eagle Lake,29.5873262,-96.3285786,"(+29.5873262, -096.3285786)"
77020,Weimar,29.7000503,-96.7772512,"(+29.7000503, -096.7772512)"
5264,Bailey,33.4336217,-96.1650926,"(+33.4336217, -096.1650926)"
20428,Dilley,28.6675165,-99.176465,"(+28.6675165, -099.1764650)"
51444,Neylandville,33.1954761,-96.0163958,"(+33.1954761, -096.0163958)"
60140,Quinlan,32.9089744,-96.1312964,"(+32.9089744, -096.1312964)"
79948,Wolfe City,33.3685277,-96.0719862,"(+33.3685277, -096.0719862)"
54960,Panhandle,35.3463004,-101.3805078,"(+35.3463004, -101.3805078)"
8128,Bevil Oaks,30.1507099,-94.2709484,"(+30.1507099, -094.2709484)"
5552,Bangs,31.71613,-99.13032,"(+31.7161300, -099.1303200)"
21904,Early,31.7421526,-98.9366017,"(+31.7421526, -098.9366017)"
79684,Windom,33.5647987,-95.9985195,"(+33.5647987, -095.9985195)"
71492,Sweeny,29.0463735,-95.6985481,"(+29.0463735, -095.6985481)"
32684,Harwood,29.6665692,-97.501292,"(+29.6665692, -097.5012920)"
21484,Dublin,32.087765,-98.3388655,"(+32.0877650, -098.3388655)"
18224,Cushing,31.8119387,-94.8416873,"(+31.8119387, -094.8416873)"
38116,Jourdanton,28.914045,-98.5408061,"(+28.9140450, -098.5408061)"
58280,Pleasanton,28.9642067,-98.4956899,"(+28.9642067, -098.4956899)"
19900,Denison,33.7669357,-96.5806668,"(+33.7669357, -096.5806668)"
41164,Lamesa,32.7333384,-101.9537729,"(+32.7333384, -101.9537729)"
30272,Gordon,32.5455465,-98.3671833,"(+32.5455465, -098.3671833)"
54168,Orange Grove,27.9562029,-97.9385526,"(+27.9562029, -097.9385526)"
30380,Graford,32.9374153,-98.2475055,"(+32.9374153, -098.2475055)"
15544,Clint,31.5901951,-106.2286786,"(+31.5901951, -106.2286786)"
29432,Giddings,30.1836671,-96.9280286,"(+30.1836671, -096.9280286)"
77416,West Columbia,29.1419256,-95.6494515,"(+29.1419256, -095.6494515)"
46692,Marion,29.5725682,-98.1429409,"(+29.5725682, -098.1429409)"
74408,Universal City,29.5519999,-98.3075775,"(+29.5519999, -098.3075775)"
21928,Earth,34.2338003,-102.4091759,"(+34.2338003, -102.4091759)"
69764,Springlake,34.2316208,-102.3057344,"(+34.2316208, -102.3057344)"
70772,Sudan,34.0664144,-102.5241937,"(+34.0664144, -102.5241937)"
3216,Andrews,32.3213357,-102.5518463,"(+32.3213357, -102.5518463)"
50796,New Berlin,29.4890426,-98.1093751,"(+29.4890426, -098.1093751)"
25392,Falls City,28.981666,-98.0215648,"(+28.9816660, -098.0215648)"
38860,Kenedy,28.8088011,-97.8537319,"(+28.8088011, -097.8537319)"
30548,Granger,30.7182941,-97.4411409,"(+30.7182941, -097.4411409)"
72896,Throckmorton,33.1820706,-99.1797711,"(+33.1820706, -099.1797711)"
30080,Goliad,28.6711311,-97.3925949,"(+28.6711311, -097.3925949)"
62486,Road Runner,33.4843215,-97.084783,"(+33.4843215, -097.0847830)"
45228,Lyford,26.414597,-97.7892662,"(+26.4145970, -097.7892662)"
60836,Raymondville,26.4757081,-97.7777441,"(+26.4757081, -097.7777441)"
53520,Oglesby,31.4185913,-97.5113272,"(+31.4185913, -097.5113272)"
34502,Holiday Lakes,29.2071759,-95.5153347,"(+29.2071759, -095.5153347)"
33146,Helotes,29.5779701,-98.6805403,"(+29.5779701, -098.6805403)"
68708,Somerset,29.2286116,-98.65685,"(+29.2286116, -098.6568500)"
17216,Cotulla,28.4363761,-99.2367107,"(+28.4363761, -099.2367107)"
24240,Encinal,28.0404749,-99.3544886,"(+28.0404749, -099.3544886)"
12112,Campbell,33.1475836,-95.954893,"(+33.1475836, -095.9548930)"
32810,Hawk Cove,32.8839731,-96.0832734,"(+32.8839731, -096.0832734)"
11428,Burleson,32.516453,-97.3273736,"(+32.5164530, -097.3273736)"
15364,Cleburne,32.3549927,-97.4115577,"(+32.3549927, -097.4115577)"
30512,Grandview,32.2683831,-97.1789485,"(+32.2683831, -097.1789485)"
38548,Keene,32.3961315,-97.3234894,"(+32.3961315, -097.3234894)"
46452,Mansfield,32.5691876,-97.1205321,"(+32.5691876, -097.1205321)"
75236,Venus,32.432367,-97.1018214,"(+32.4323670, -097.1018214)"
57524,Pine Forest,30.1750554,-94.035253,"(+30.1750554, -094.0352530)"
57608,Pinehurst,30.107448,-93.7722529,"(+30.1074480, -093.7722529)"
63200,Rose City,30.1064798,-94.0502126,"(+30.1064798, -094.0502126)"
10072,Brazoria,29.0447147,-95.5646653,"(+29.0447147, -095.5646653)"
10648,Brookside Village,29.5908039,-95.3180447,"(+29.5908039, -095.3180447)"
19120,Danbury,29.2274166,-95.3461699,"(+29.2274166, -095.3461699)"
34018,Hillcrest Village,29.392079,-95.2225998,"(+29.3920790, -095.2225998)"
43120,Liverpool,29.3018014,-95.2745132,"(+29.3018014, -095.2745132)"
39868,Kountze,30.372545,-94.315661,"(+30.3725450, -094.3156610)"
63272,Rose Hill Acres,30.1917189,-94.1921185,"(+30.1917189, -094.1921185)"
16432,Conroe,30.3287174,-95.4845996,"(+30.3287174, -095.4845996)"
69548,Splendora,30.2283862,-95.1623542,"(+30.2283862, -095.1623542)"
78388,Whitehouse,32.2216774,-95.2206759,"(+32.2216774, -095.2206759)"
50876,New Chapel Hill,32.2991648,-95.1686265,"(+32.2991648, -095.1686265)"
11020,Buckholts,30.8739865,-97.1288728,"(+30.8739865, -097.1288728)"
12040,Cameron,30.8607677,-96.9761976,"(+30.8607677, -096.9761976)"
80144,Woodloch,30.2172037,-95.4130287,"(+30.2172037, -095.4130287)"
46740,Marlin,31.3080386,-96.8931796,"(+31.3080386, -096.8931796)"
63188,Rosebud,31.0756515,-96.9744623,"(+31.0756515, -096.9744623)"
32156,Happy,34.7415815,-101.8571443,"(+34.7415815, -101.8571443)"
9640,Bowie,33.5569593,-97.8461007,"(+33.5569593, -097.8461007)"
51648,Nocona,33.7835549,-97.7301711,"(+33.7835549, -097.7301711)"
48336,Milano,30.7053128,-96.8526868,"(+30.7053128, -096.8526868)"
62672,Rockdale,30.655731,-97.008515,"(+30.6557310, -097.0085150)"
71924,Tatum,32.3158813,-94.5188784,"(+32.3158813, -094.5188784)"
14776,Chireno,31.4989478,-94.3458551,"(+31.4989478, -094.3458551)"
22984,Electra,34.0322936,-98.9202446,"(+34.0322936, -098.9202446)"
58400,Pleasant Valley,33.937611,-98.5980522,"(+33.9376110, -098.5980522)"
36104,Iowa Park,33.9627728,-98.6808717,"(+33.9627728, -098.6808717)"
22192,Easton,32.3819294,-94.5912433,"(+32.3819294, -094.5912433)"
15172,Clarksville City,32.5349568,-94.8935506,"(+32.5349568, -094.8935506)"
40696,Lakeport,32.4050535,-94.7101708,"(+32.4050535, -094.7101708)"
76576,Warren City,32.5512542,-94.9049108,"(+32.5512542, -094.9049108)"
43888,Longview,32.5193375,-94.7645924,"(+32.5193375, -094.7645924)"
54726,Palisades,35.0589448,-101.8004571,"(+35.0589448, -101.8004571)"
73030,Timbercreek Canyon,35.0534504,-101.8184175,"(+35.0534504, -101.8184175)"
12916,Carmine,30.1485344,-96.690681,"(+30.1485344, -096.6906810)"
26028,Flatonia,29.6897103,-97.1052049,"(+29.6897103, -097.1052049)"
40276,La Grange,29.9126087,-96.8762962,"(+29.9126087, -096.8762962)"
63524,Round Top,30.0639697,-96.695882,"(+30.0639697, -096.6958820)"
43636,Lone Oak,32.9961028,-95.9406576,"(+32.9961028, -095.9406576)"
22276,East Tawakoni,32.9076236,-95.9331306,"(+32.9076236, -095.9331306)"
24216,Emory,32.8769825,-95.7662511,"(+32.8769825, -095.7662511)"
58532,Point,32.9370992,-95.8633649,"(+32.9370992, -095.8633649)"
26604,Forney,32.7426013,-96.4528828,"(+32.7426013, -096.4528828)"
4516,Atlanta,33.1132375,-94.1676101,"(+33.1132375, -094.1676101)"
5084,Avinger,32.8968935,-94.5527422,"(+32.8968935, -094.5527422)"
35300,Hughes Springs,32.9987396,-94.6310496,"(+32.9987396, -094.6310496)"
50580,Nederland,29.969288,-94.0017137,"(+29.9692880, -094.0017137)"
58820,Port Arthur,29.9000079,-93.8944195,"(+29.9000079, -093.8944195)"
58940,Port Neches,29.9607676,-93.9617904,"(+29.9607676, -093.9617904)"
47988,Miami,35.6923112,-100.6415654,"(+35.6923112, -100.6415654)"
42844,Linden,33.0109536,-94.3626279,"(+33.0109536, -094.3626279)"
54528,Oyster Creek,28.998077,-95.329258,"(+28.9980770, -095.3292580)"
60164,Quintana,28.915077,-95.3319908,"(+28.9150770, -095.3319908)"
29348,George West,28.3299998,-98.1183044,"(+28.3299998, -098.1183044)"
61904,Richwood,29.0638705,-95.402229,"(+29.0638705, -095.4022290)"
71384,Surfside Beach,28.9530711,-95.2837573,"(+28.9530711, -095.2837573)"
43252,Lockney,34.123054,-101.4424716,"(+34.1230540, -101.4424716)"
8398,Bishop Hills,35.2614387,-101.9519085,"(+35.2614387, -101.9519085)"
5036,Austwell,28.3911012,-96.8437148,"(+28.3911012, -096.8437148)"
46968,Mason,30.7477128,-99.2286027,"(+30.7477128, -099.2286027)"
57644,Pineland,31.2470128,-93.973945,"(+31.2470128, -093.9739450)"
7864,Bertram,30.7446595,-98.0664594,"(+30.7446595, -098.0664594)"
11464,Burnet,30.7506,-98.2382273,"(+30.7506000, -098.2382273)"
17208,Cottonwood Shores,30.5550103,-98.3275637,"(+30.5550103, -098.3275637)"
46584,Marble Falls,30.560168,-98.2772855,"(+30.5601680, -098.2772855)"
47330,Meadowlakes,30.5642234,-98.2950746,"(+30.5642234, -098.2950746)"
10720,Brownfield,33.175514,-102.2734288,"(+33.1755140, -102.2734288)"
77164,Wellman,33.0469791,-102.4274367,"(+33.0469791, -102.4274367)"
22960,Eldorado,30.8617282,-100.5979259,"(+30.8617282, -100.5979259)"
66188,Schulenburg,29.6819997,-96.9074886,"(+29.6819997, -096.9074886)"
59084,Poteet,29.0372765,-98.5727575,"(+29.0372765, -098.5727575)"
39680,Knollwood,33.6892742,-96.6184753,"(+33.6892742, -096.6184753)"
67496,Sherman,33.6285961,-96.6267224,"(+33.6285961, -096.6267224)"
6104,Bayside,28.096046,-97.2108733,"(+28.0960460, -097.2108733)"
61436,Refugio,28.3074446,-97.2749812,"(+28.3074446, -097.2749812)"
80176,Woodsboro,28.2378073,-97.3253798,"(+28.2378073, -097.3253798)"
65180,San Diego,27.7608905,-98.2389061,"(+27.7608905, -098.2389061)"
1852,Alice,27.7556157,-98.0658117,"(+27.7556157, -098.0658117)"
45780,McLean,35.2323392,-100.6001071,"(+35.2323392, -100.6001071)"
59384,Premont,27.3585156,-98.1244297,"(+27.3585156, -098.1244297)"
69560,Spofford,29.1731237,-100.4112553,"(+29.1731237, -100.4112553)"
41188,Lampasas,31.0640365,-98.1827833,"(+31.0640365, -098.1827833)"
8872,Blue Ridge,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)"
13684,Celina,33.3261984,-96.7949008,"(+33.3261984, -096.7949008)"
22864,El Campo,29.2006931,-96.2723425,"(+29.2006931, -096.2723425)"
38068,Josephine,33.0631065,-96.3166431,"(+33.0631065, -096.3166431)"
41800,Lavon,33.0233721,-96.436973,"(+33.0233721, -096.4369730)"
47496,Melissa,33.2885209,-96.5576317,"(+33.2885209, -096.5576317)"
9868,Brackettville,29.3182014,-100.4105026,"(+29.3182014, -100.4105026)"
34220,Hitchcock,29.2826196,-95.0076307,"(+29.2826196, -095.0076307)"
41116,La Marque,29.3697971,-94.9941898,"(+29.3697971, -094.9941898)"
41980,League City,29.4900638,-95.1090929,"(+29.4900638, -095.1090929)"
43240,Lockhart,29.8788073,-97.6832756,"(+29.8788073, -097.6832756)"
65600,San Marcos,29.872399,-97.9360219,"(+29.8723990, -097.9360219)"
45804,McLendon-Chisholm,32.8471069,-96.3912192,"(+32.8471069, -096.3912192)"
48858,Mobile City,32.9228316,-96.4111491,"(+32.9228316, -096.4111491)"
13900,Centerville,31.258315,-95.9793986,"(+31.2583150, -095.9793986)"
37648,Jewett,31.3626061,-96.1455441,"(+31.3626061, -096.1455441)"
46752,Marquez,31.2361338,-96.2574275,"(+31.2361338, -096.2574275)"
4156,Arp,32.2260023,-95.0525383,"(+32.2260023, -095.0525383)"
70376,Stockdale,29.2359736,-97.9638883,"(+29.2359736, -097.9638883)"
36068,Iola,30.7726448,-96.0776284,"(+30.7726448, -096.0776284)"
47568,Melvin,31.1992164,-99.5813156,"(+31.1992164, -099.5813156)"
11380,Burke,31.2357267,-94.7648232,"(+31.2357267, -094.7648232)"
20308,Diboll,31.1883154,-94.7828848,"(+31.1883154, -094.7828848)"
35492,Huntington,31.280311,-94.5765658,"(+31.2803110, -094.5765658)"
49356,Morgan,32.0159355,-97.6060929,"(+32.0159355, -097.6060929)"
59748,Providence Village,33.2378429,-96.9567972,"(+33.2378429, -096.9567972)"
2104,Alpine,30.3639055,-103.6644561,"(+30.3639055, -103.6644561)"
65344,Sandy Oaks,29.1817194,-98.4091589,"(+29.1817194, -098.4091589)"
46440,Manor,30.3542282,-97.5582591,"(+30.3542282, -097.5582591)"
14680,Chillicothe,34.2557406,-99.514142,"(+34.2557406, -099.5141420)"
65345,Sandy Point,29.4012556,-95.4817319,"(+29.4012556, -095.4817319)"
42940,Lipan,32.5186508,-98.047055,"(+32.5186508, -098.0470550)"
19570,DeCordova,32.4291037,-97.6930844,"(+32.4291037, -097.6930844)"
31292,Groom,35.2076507,-101.1055331,"(+35.2076507, -101.1055331)"
56384,Pearsall,28.8929211,-99.0971694,"(+28.8929211, -099.0971694)"
28248,Garden Ridge,29.6364651,-98.2924722,"(+29.6364651, -098.2924722)"
36128,Iraan,30.9129011,-101.9000754,"(+30.9129011, -101.9000754)"
37924,Jolly,33.8752886,-98.3491684,"(+33.8752886, -098.3491684)"
79036,Wickett,31.5673254,-103.0059476,"(+31.5673254, -103.0059476)"
36020,Ingleside on the Bay,27.8298331,-97.2213235,"(+27.8298331, -097.2213235)"
40472,Lake City,28.0830988,-97.8826102,"(+28.0830988, -097.8826102)"
40738,Lakeside,28.1030791,-97.8611241,"(+28.1030791, -097.8611241)"
47040,Mathis,28.0909184,-97.8170478,"(+28.0909184, -097.8170478)"
64472,San Angelo,31.4410777,-100.450499,"(+31.4410777, -100.4504990)"
66704,Selma,29.5864743,-98.315286,"(+29.5864743, -098.3152860)"
43144,Llano,30.7510067,-98.6765237,"(+30.7510067, -098.6765237)"
58502,Poetry,32.8393684,-96.2595008,"(+32.8393684, -096.2595008)"
77746,Weston Lakes,29.6573163,-95.9310155,"(+29.6573163, -095.9310155)"
77896,West Tawakoni,32.8996251,-96.0359185,"(+32.8996251, -096.0359185)"
17429,Coyote Flats,32.3558845,-97.2923524,"(+32.3558845, -097.2923524)"
25752,Ferris,32.5367234,-96.6755371,"(+32.5367234, -096.6755371)"
29000,Garland,32.9098262,-96.6303341,"(+32.9098262, -096.6303341)"
54444,Ovilla,32.5412875,-96.8834667,"(+32.5412875, -096.8834667)"
80356,Wylie,33.0358307,-96.5201872,"(+33.0358307, -096.5201872)"
49128,Montgomery,30.3931484,-95.6941502,"(+30.3931484, -095.6941502)"
70052,Staples,29.762335,-97.8245378,"(+29.7623350, -097.8245378)"
80188,Woodson,33.0149306,-99.0534287,"(+33.0149306, -099.0534287)"
76672,Watauga,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)"
78076,Westworth Village,32.761945,-97.4232569,"(+32.7619450, -097.4232569)"
19708,Dell City,31.9348887,-105.199816,"(+31.9348887, -105.1998160)"
29168,Gatesville,31.4386673,-97.7460269,"(+31.4386673, -097.7460269)"
45672,McGregor,31.4196692,-97.4263407,"(+31.4196692, -097.4263407)"
33548,Hico,31.9851104,-98.0284047,"(+31.9851104, -098.0284047)"
7144,Bedias,30.7816356,-95.944581,"(+30.7816356, -095.9445810)"
68624,Snyder,32.713561,-100.9119019,"(+32.7135610, -100.9119019)"
55152,Parker,33.0630561,-96.6252382,"(+33.0630561, -096.6252382)"
63668,Royse City,32.9797472,-96.316431,"(+32.9797472, -096.3164310)"
74924,Van Alstyne,33.42174,-96.5832407,"(+33.4217400, -096.5832407)"
77740,Weston,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)"
65636,San Perlita,26.500994,-97.6396483,"(+26.5009940, -097.6396483)"
47316,Meadow,33.3377248,-102.205857,"(+33.3377248, -102.2058570)"
30296,Goree,33.4679647,-99.5236213,"(+33.4679647, -099.5236213)"
65000,San Antonio,29.4628094,-98.5246346,"(+29.4628094, -098.5246346)"
64004,Sabinal,29.3213254,-99.469535,"(+29.3213254, -099.4695350)"
32240,Hardin,30.1492333,-94.7377488,"(+30.1492333, -094.7377488)"
80224,Woodway,31.4983337,-97.230789,"(+31.4983337, -097.2307890)"
31412,Gruver,36.2604935,-101.4071215,"(+36.2604935, -101.4071215)"
63476,Round Mountain,30.3943458,-98.3611739,"(+30.3943458, -098.3611739)"
73496,Toyah,31.3124978,-103.7946119,"(+31.3124978, -103.7946119)"
65726,Santa Fe,29.3875651,-95.1015434,"(+29.3875651, -095.1015434)"
59132,Pottsboro,33.77033,-96.671261,"(+33.7703300, -096.6712610)"
64088,Sadler,33.6800583,-96.8468956,"(+33.6800583, -096.8468956)"
69104,Southmayd,33.6230608,-96.7082055,"(+33.6230608, -096.7082055)"
73112,Tioga,33.4721077,-96.9157039,"(+33.4721077, -096.9157039)"
73328,Tom Bean,33.5202964,-96.4842184,"(+33.5202964, -096.4842184)"
160,Abernathy,33.8268106,-101.85205,"(+33.8268106, -101.8520500)"
78532,Whitesboro,33.6595796,-96.9036942,"(+33.6595796, -096.9036942)"
31820,Hale Center,34.0661071,-101.8462602,"(+34.0661071, -101.8462602)"
56996,Petersburg,33.8710489,-101.5972917,"(+33.8710489, -101.5972917)"
57980,Plainview,34.1911186,-101.7235007,"(+34.1911186, -101.7235007)"
1744,Aledo,32.6973871,-97.6068661,"(+32.6973871, -097.6068661)"
3336,Annetta,32.7012943,-97.66937,"(+32.7012943, -097.6693700)"
42448,Levelland,33.5815469,-102.3641169,"(+33.5815469, -102.3641169)"
54075,Opdyke West,33.5927049,-102.3006218,"(+33.5927049, -102.3006218)"
63140,Ropesville,33.4133363,-102.1551036,"(+33.4133363, -102.1551036)"
71060,Sundown,33.4575454,-102.4908091,"(+33.4575454, -102.4908091)"
53232,Oakwood,31.5847882,-95.8498784,"(+31.5847882, -095.8498784)"
11116,Buffalo,31.4589047,-96.0661628,"(+31.4589047, -096.0661628)"
66416,Seadrift,28.4132392,-96.7167222,"(+28.4132392, -096.7167222)"
58568,Point Comfort,28.6683971,-96.5569741,"(+28.6683971, -096.5569741)"
33578,Hideaway,32.4946543,-95.45651,"(+32.4946543, -095.4565100)"
79828,Winona,32.4926101,-95.1774127,"(+32.4926101, -095.1774127)"
41764,La Vernia,29.3531056,-98.1257765,"(+29.3531056, -098.1257765)"
59096,Poth,29.0720695,-98.0805621,"(+29.0720695, -098.0805621)"
17648,Cresson,32.5298607,-97.6153493,"(+32.5298607, -097.6153493)"
73268,Tolar,32.3901158,-97.9195896,"(+32.3901158, -097.9195896)"
30416,Granbury,32.4328053,-97.7751486,"(+32.4328053, -097.7751486)"
10197,Briarcliff,30.4092794,-98.0445284,"(+30.4092794, -098.0445284)"
17612,Creedmoor,30.0738327,-97.737282,"(+30.0738327, -097.7372820)"
63008,Rollingwood,30.2735937,-97.7868238,"(+30.2735937, -097.7868238)"
63500,Round Rock,30.5267667,-97.6600794,"(+30.5267667, -097.6600794)"
65552,San Leanna,30.1439952,-97.8193675,"(+30.1439952, -097.8193675)"
72578,The Hills,30.3464853,-97.9864545,"(+30.3464853, -097.9864545)"
76924,Webberville,30.2260708,-97.4995927,"(+30.2260708, -097.4995927)"
69476,Spearman,36.1981823,-101.1943432,"(+36.1981823, -101.1943432)"
80728,Zavalla,31.1584656,-94.4189179,"(+31.1584656, -094.4189179)"
23044,Elgin,30.3539082,-97.3900574,"(+30.3539082, -097.3900574)"
50200,Mustang Ridge,30.0511068,-97.701593,"(+30.0511068, -097.7015930)"
5864,Bastrop,30.1110999,-97.3181519,"(+30.1110999, -097.3181519)"
27984,Gainesville,33.6386474,-97.1484125,"(+33.6386474, -097.1484125)"
66008,Savoy,33.5998399,-96.3660277,"(+33.5998399, -096.3660277)"
73592,Trenton,33.4262574,-96.3445939,"(+33.4262574, -096.3445939)"
11968,Callisburg,33.698711,-97.0159176,"(+33.6987110, -097.0159176)"
42868,Lindsay,33.6423078,-97.2197248,"(+33.6423078, -097.2197248)"
53154,Oak Ridge,33.6481222,-97.0385074,"(+33.6481222, -097.0385074)"
74756,Valley View,33.4771394,-97.1566955,"(+33.4771394, -097.1566955)"
60080,Queen City,33.1501961,-94.1532297,"(+33.1501961, -094.1532297)"
14404,Charlotte,28.8592895,-98.7006376,"(+28.8592895, -098.7006376)"
14860,Christine,28.7862243,-98.4977343,"(+28.7862243, -098.4977343)"
19648,De Kalb,33.5073512,-94.6165341,"(+33.5073512, -094.6165341)"
34736,Hooks,33.4706946,-94.2865419,"(+33.4706946, -094.2865419)"
50352,Nash,33.4472228,-94.1345139,"(+33.4472228, -094.1345139)"
50808,New Boston,33.4611095,-94.4190965,"(+33.4611095, -094.4190965)"
19924,Dennis,32.6078952,-97.9376329,"(+32.6078952, -097.9376329)"
10960,Bryson,33.1656359,-98.3887985,"(+33.1656359, -098.3887985)"
16168,Columbus,29.7044645,-96.5589146,"(+29.7044645, -096.5589146)"
78628,Whitewright,33.5111592,-96.3949059,"(+33.5111592, -096.3949059)"
66764,Seminole,32.7222035,-102.6498138,"(+32.7222035, -102.6498138)"
56432,Peaster,32.8532885,-97.8721496,"(+32.8532885, -097.8721496)"
26808,Fort Stockton,30.8925738,-102.8842104,"(+30.8925738, -102.8842104)"
58904,Portland,27.8890482,-97.3315975,"(+27.8890482, -097.3315975)"
65612,San Patricio,27.9843478,-97.7701758,"(+27.9843478, -097.7701758)"
10384,Broaddus,31.3049741,-94.2700395,"(+31.3049741, -094.2700395)"
76096,Wake Village,33.4238394,-94.1269657,"(+33.4238394, -094.1269657)"
7420,Bells,33.6164878,-96.4127356,"(+33.6164878, -096.4127356)"
16036,Collinsville,33.5593632,-96.9071625,"(+33.5593632, -096.9071625)"
20932,Dorchester,33.5312765,-96.6890975,"(+33.5312765, -096.6890975)"
31616,Gunter,33.4163086,-96.8207992,"(+33.4163086, -096.8207992)"
35084,Howe,33.5074765,-96.6155428,"(+33.5074765, -096.6155428)"
30440,Grandfalls,31.3404943,-102.8544625,"(+31.3404943, -102.8544625)"
72800,Thorntonville,31.5789268,-102.9220725,"(+31.5789268, -102.9220725)"
7408,Bellmead,31.6014513,-97.0890374,"(+31.6014513, -097.0890374)"
8104,Beverly Hills,31.5223393,-97.1563473,"(+31.5223393, -097.1563473)"
17564,Crawford,31.5378587,-97.4467631,"(+31.5378587, -097.4467631)"
29408,Gholson,31.7055711,-97.2380077,"(+31.7055711, -097.2380077)"
33428,Hewitt,31.4512478,-97.1933148,"(+31.4512478, -097.1933148)"
17516,Crane,31.3917823,-102.3502688,"(+31.3917823, -102.3502688)"
45000,Lubbock,33.5619007,-101.888883,"(+33.5619007, -101.8888830)"
